,Author ID,Tweet ID,Language,Created at,Text,Word Count,New Tweet,,Location,Retweet Count,Subjectivity,Polarity,Analysis,,Results
81,881433840,1.69E+18,en,2023-08-18 10:20:55+00:00,@QuestioningJenn I might also point out I did take Lorazepam the first two nights I was stuck in ED due to the 1st anti-psychotic keeping me awake &amp; the noise in the emergency ward &amp; it was the side effects of that that turned me off them.,45,might also point out  did take lorazepam  first two nights stuck  ed due 1st anti-psychotic keeping  awake noise  emergency ward side effects  that that turned  off them,27,,0,0.354166667,0.0625,Positive,negative,1
82,1.45E+18,1.69E+18,en,2023-08-18 08:41:29+00:00,@lol1swat 1 mg of lorazepam,5, 1�mg  lorazepam,3,,0,0,0,Neutral,neutral,0
83,1.58E+18,1.69E+18,en,2023-08-18 08:08:29+00:00,@TraumaPhDandMe ...just me being rubbish but now I think it was the propranolol. Will definitely wait till after the runs to take it which is frustrating because of the anxiety but I think it's safer. Might take lorazepam before the run instead but I don't like taking that every day :/ 2/2,50,just  being rubbish but now  think  propranolol definitely wait till after  runs  take  which  frustrating because  anxiety but  think it is safer might take lorazepam before  run instead but  don not like taking that every day,34,,0,0.8,-0.216666667,Negative,,-1
84,1930252602,1.69E+18,en,2023-08-18 06:15:04+00:00,"Patients with pancreatic cancer who took the benzodiazepine lorazepam, commonly used to treat anxiety during cancer treatment https://t.co/57p8sU8fZe",18,patients pancreatic cancer who took  benzodiazepine lorazepam commonly used  treat anxiety during cancer treatment,14,,0,0.5,-0.3,Negative,neutral,-1
85,3365119871,1.69E+18,en,2023-08-18 05:25:58+00:00,@MistressGambit I apologise. I kinda went off but I wouldn’t want to offend anyone but I had to take a lorazepam last night because I was so wound up &amp; anxious lol. I can giggle about it now but that tiny clip really effed me up. That’s very cool how you fell into it! Misophonia sucks majorly.,56,apologise kinda went off but  would not want  offend anyone but  had  take  lorazepam last night because  so wound up  anxious lol  can giggle about  now but that tiny clip really effed  up that is very cool how fell into misophonia sucks majorly,43,,0,0.513958333,0.13515625,Positive,positive,1
86,1.67E+18,1.69E+18,en,2023-08-18 05:15:36+00:00,@DiegoSwenn77115 @needah1t @Runestone166525 @DesertedScope I dont do mdma tho im speaking drugs as in medicine isk what the pink poll was i think it’s like lexapro or lorazepam but gay because it’s pink so im gay now,35,dont do mdma tho im speaking drugs medicine isk what  pink poll was  think it is like lexapro  lorazepam but gay because it is pink so im gay now,25,,0,0.441666667,0.158333333,Positive,positive,1
87,1.52E+18,1.69E+18,en,2023-08-18 04:55:28+00:00,"8. Warfarin
This particular drug can cause birth defects and should only be used when benefits outweighs the risks.

9. Lorazepam
This particular drug is used for treating anxiety or other mental disorders. It can lead to withdrawal symptoms and birth defects on the baby.",43,"warfarin
 particular drug can cause birth defects  should only be used when benefits outweighs  risks

lorazepam
 particular drug  used  treating anxiety  other mental disorders  can lead  withdrawal symptoms  birth defects baby",31,,0,0.448333333,0.021666667,Positive,,1
88,1.67E+18,1.69E+18,en,2023-08-18 04:40:20+00:00,"Anxiety sucks ass. All these medications as well. Cymbalta, Zyprexa, lorazepam. Just hope it works. Seems too be so far but the long run will tell. All new to me so just gonna roll with it an do what I gotta do.",42,anxiety sucks ass all  medications as well cymbalta zyprexa lorazepam just hope works seems too  so far but  long run will tell all new  so just gonna roll    do what  gotta do,32,,0,0.538636364,-0.028409091,Negative,negative,-1
89,1.10E+18,1.69E+18,en,2023-08-18 04:18:10+00:00,@BillboardChris I've witnessed a close family member on anti depressants including Zoloft and Lorazepam (Ativan). The mood swings were extreme and lead to multiple suicide attempts. This person eventually came out as transgender.,33, i've witnessed  close family member  anti depressants including zoloft  lorazepam ativan  mood swings  extreme  lead  multiple suicide attempts  person eventually came out as transgender,24,,0,0.5,-0.0625,Negative,negative,-1
90,924948169,1.69E+18,en,2023-08-18 03:38:57+00:00,I wanna buy Lorazepam on the black market. Someone show me,11, wanna buy lorazepam black market someone show,7,,0,0.433333333,-0.166666667,Negative,neutral,-1
91,1.46E+18,1.69E+18,en,2023-08-18 00:08:09+00:00,"RT @AACR: The benzodiazepine lorazepam, but not its close cousin alprazolam, may be linked to shorter survival among patients with #Pancrea…",21, benzodiazepine lorazepam but not its close cousin alprazolam may be linked  shorter survival among patients ,16,,5,0,0,Neutral,negative,0
92,1.49E+18,1.69E+18,en,2023-08-17 23:57:56+00:00,@scoutyuna we love lorazepam,4, we love lorazepam,3,,0,0.6,0.5,Positive,positive,1
93,9.46E+17,1.69E+18,en,2023-08-17 23:16:36+00:00,"Art of the Day: ""Lorazepam"". Buy at: https://t.co/1pINl9ZOeN https://t.co/9wQxqYPWes",8,art day lorazepam buy ,4,,0,0,0,Neutral,positive,0
94,8.15E+17,1.69E+18,en,2023-08-17 23:04:27+00:00,ho trynna k!ll herself with lorazepam,6,ho trynna k!ll herself  lorazepam,5,,0,0,0,Neutral,negative,0
95,9.82E+17,1.69E+18,en,2023-08-17 22:47:53+00:00,"Because I happen to know giving double diazepemes is weird already, it is not clinically correct, lorazepam and diazepam all day every day together with forced antipscyhotics.",27,because  happen  know giving double diazepemes  weird already   not clinically correct lorazepam  diazepam all day every day together  forced antipscyhotics,20,,0,0.4,-0.266666667,Negative,positive,-1
96,2889732793,1.69E+18,en,2023-08-17 22:30:02+00:00,"After some research , I discovered that low-dose lorazepam had a paradoxical alerting effect, which I took advantage of when advisng my partner’s doctor - of course the doctor received the credit for the subsequent rapid improvement that obviated her  return to a locked ward. https://t.co/3Cw8ny79n4",44,after some research  discovered that low-dose lorazepam had  paradoxical alerting effect which  took advantage  when advisng  partner's doctor  doctor received  credit subsequent rapid improvement that obviated her  return locked ward,31,,1,0.05,0,Neutral,positive,0
97,143132365,1.69E+18,en,2023-08-17 20:17:57+00:00,"For over two years as a EMS logistics technician he was able to steal over 300 vials of fentanyl, hydromorphone, morphine and lorazepam for his own personal use from his employer, Manatee County Emergency Medical Services.
https://t.co/stHgX3kGk8",37," over two years as  ems logistics technician   able  steal over 300 vials  fentanyl hydromorphone morphine  lorazepam   own personal use   employer manatee county emergency medical services.
",25,,2,0.48125,0.275,Positive,positive,1
98,18277188,1.69E+18,en,2023-08-17 18:41:52+00:00,"@VeganTitties Propranolol works on anxiety symptoms like increased heart rate, sweating and shaking. It has the potential to make depression worse, though. I think benzos are *under*used, but what do I know, I'm just an RPh who's used lorazepam safely for about 20 years.",45, propranolol works  anxiety symptoms like increased heart rate sweating  shaking  has  potential  make depression worse though  think benzos  under used but what do  know i am just  rph who is used lorazepam safely about 20 years,34,,0,0.7,0.033333333,Positive,positive,1
99,3567774082,1.69E+18,en,2023-08-17 17:33:32+00:00,@punkspaceship They are so addictive but they are SO good at their job. Mr D takes lorazepam daily (very low dose) and its changed his life.,26,they so addictive but they  so good  job d takes lorazepam daily very low dose  its changed  life,18,,0,0.4725,0.175,Positive,positive,1
100,1.50E+18,1.69E+18,en,2023-08-17 16:48:58+00:00,"RT @trewvs: To deal with the noise, Ive taken promezethine &amp; lorazepam. Hopefully knocking myself out will help.

They've moved someone har…",21,deal noise ive taken promezethine lorazepam  hopefully knocking myself out will help they have moved someone,15,,1,0,0,Neutral,positive,0
101,14617444,1.69E+18,en,2023-08-17 16:23:32+00:00,"The benzodiazepine lorazepam, but not its close cousin alprazolam, may be linked to shorter survival among patients with #PancreaticCancer, according to a study published in @CCR_AACR. Learn more: https://t.co/tvs0b99DtI https://t.co/MA7SesFDnW",30,benzodiazepine lorazepam but not its close cousin alprazolam may be linked  shorter survival among patients  #pancreaticcancer according study published  learn more,21,,5,0.5,0.5,Positive,positive,1
102,1008888613,1.69E+18,en,2023-08-17 16:04:24+00:00,@Marlowe_Tessmer @abby_cornwell_ @mike_feigin @RoswellPark @CCR_AACR Very interesting.  Lorazepam was the drug of choice for patients with anxiety and anticipatory nausea-vomiting.  It seems that we need to be careful when choosing anxiolytics.,31, very interesting  lorazepam drug  choice  patients with anxiety  anticipatory nausea-vomiting   seems that  need  be careful when choosing anxiolytics,18,,0,0.825,0.275,Positive,positive,1
103,1.64E+18,1.69E+18,en,2023-08-17 15:26:30+00:00,Lorazepam's positive allosteric modulation of GPR68 associated with worse outcomes in multiple cancers https://t.co/4ikas6t871,14,lorazepam positive allosteric modulation gpr68 associated with worse outcomes  multiple cancers,11,,0,0.381818182,-0.057575758,Negative,negative,-1
104,8.19E+17,1.69E+18,en,2023-08-17 15:16:07+00:00,Lorazepam treatment &amp; poor pancreatic cancer outcomes @abby_cornwell_ @mike_feigin @RoswellPark @CCR_AACR https://t.co/70iezn7K2R,11,lorazepam treatment  poor pancreatic cancer outcomes ,6,,3,0.6,-0.4,Negative,negative,-1
105,1.58E+18,1.69E+18,en,2023-08-17 14:54:32+00:00,@abodement I can- lurasidone really helps my paranoia even though I still experience suicidal ideation. Propranolol and lorazepam help my anxiety and zopiclone helps with sleep. Vortioxetine stops my mood crashing really low. Tbh I don't think pregabalin does much! They all help in... 1/,44,can- lurasidone really helps  paranoia even though  still experience suicidal ideation propranolol lorazepam help  anxiety zopiclone helps with sleep vortioxetine stops mood crashing really low  don not think pregabalin does much!  all help,32,,0,0.233333333,0.15,Positive,positive,1
106,166816694,1.69E+18,en,2023-08-17 14:36:16+00:00,"An incredibly important &amp; perfectly timed study in @CCR_AACR from the very newly minted Dr. @abby_cornwell_ &amp; @mike_feigin @RoswellPark 
Lorazepam Stimulates IL6 Production and Is Associated with Poor Survival Outcomes in #PancreaticCancer
https://t.co/lxe4OpusPB
With cameos by… https://t.co/hEXMeA0XiB https://t.co/qjYIwkuwbE",36,incredibly important perfectly timed study from  very newly minted lorazepam stimulates il6 production  associated  poor survival outcomes  #pancreaticcancer with cameos by,22,,58,0.797727273,0.294318182,Positive,positive,1
107,376000718,1.69E+18,en,2023-08-17 14:27:21+00:00,@Jets_BombersFan My dentist has Netflix and gives Lorazepam 🤣. I’d asked for a few margaritas but he wasn’t willing to comply….,20,dentist has netflix  gives lorazepam  i would asked  few margaritas but  was not willing  comply,13,,0,0.425,0.025,Positive,positive,1
108,1.50E+18,1.69E+18,en,2023-08-17 14:26:07+00:00,more than I've managed this consistently in YEARS even while on depakote (I still take lorazepam). So why would it matter if it seems to be a moving target in terms of time? I'm getting the sleep I need. That's all that matters.,43,more than i have managed consistently years even depakote still take lorazepam so why would  matterseems moving target  terms  time? i am getting  sleep  need that is all that matters,28,,0,0.375,0.375,Positive,positive,1
109,9.17E+17,1.69E+18,en,2023-08-17 13:55:46+00:00,"@LunaEmpath89 I’ve been on it for 27 years! 
It doesn’t do anything, but they can’t take me off of it because of the withdraws . I took Xanax when my mom died for about a month, then I took lorazepam. It wasn’t working as well. I know I’ve been on Klonopin.",50,i've been 27 years! does not do anything but  can not take  off because  withdraws took xanax when  mom died  about  month then  took lorazepam wasn't working  well  know i have been  klonopin,30,{'place_id': '7cb7440bcf83d464'},0,0,0,Neutral,positive,0
110,79879197,1.69E+18,en,2023-08-17 13:01:11+00:00,"@SarasCrazyLife @davenewworld_2 The tests are ridiculous. I tested positive for THC when occasionally taking CBD oil, but negative for benzos multiple times when I was taking lorazepam 2-3 times a day.",31,tests ridiculous tested positive thc when occasionally taking cbd oil but negative benzos multiple times when taking lorazepam 2-3 times  day,21,,0,0.414090909,-0.081212121,Negative,neutral,-1
111,1.22E+18,1.69E+18,en,2023-08-17 12:12:25+00:00,"@spillthev .5mg of lorazepam is so weak, many consider it a ""placebo"" dosage.

Signed,

A benzo patient of 15 years",20,5mg  lorazepam so weak many consider  placebo dosage signed benzo patient  15 years,13,,0,0.5625,0.0625,Positive,negative,1
112,52182501,1.69E+18,en,2023-08-17 09:50:52+00:00,Oh I also took a lorazepam before going through security so I am thriving,14,took lorazepam before going through security so thriving,8,,0,0,0,Neutral,positive,0
113,2899085118,1.69E+18,en,2023-08-17 09:33:06+00:00,I've been prescribed Ativan (Lorazepam) to help with my panic attacks. Only 0.5mg. I'm a little anxious to take it (the irony of this is not lost on me haha). Anyone had experience with this? Will I be okay???,39,i've been prescribed ativan lorazepam  help panic attacks only 0.5mg. i am  little anxious  take irony   not lost haha anyone had experience will okay???,23,,0,0.66,0.0525,Positive,positive,1
114,4452494359,1.69E+18,en,2023-08-17 09:12:34+00:00,"@Similar89 @AnthroBlogger @WHO @pahowho @PAHOCaribbean @OPSOMSMexico @WHOWPRO @WHOAFRO @WHOPhilippines @WHOSEARO @WHO_Europe @WHOEMRO @WHOPakistan @WHOIndonesia @WHOMalaysia @WHOSriLanka In addition to zolpidem (Ambien), eszopiclone (Lunesta), clonazepam (Klonopin), lorazepam (Ativan), ropinirole (Requip), and some seizure medications.",33, addition  zolpidem ambien eszopiclone lunesta clonazepam klonopin lorazepam ativan ropinirole requip  some seizure medications,14,,0,0,0,Neutral,,0
115,8.71E+17,1.69E+18,en,2023-08-17 06:51:36+00:00,Decided not to take on of the  lacosamide epilepsy med pill. Usually take 2 So far all is good and vision is clear. Will take a lorazepam before sleep as it's suppose to stop/ prevent all seizures for 7 hours.,40,decided not take lacosamide epilepsy med pill usually take 2 so far all good  vision  clear take  lorazepam before sleep as it is suppose  stop prevent all seizures 7 hours,29,,0,0.446666667,0.12,Positive,positive,1
116,1.44E+18,1.69E+18,en,2023-08-17 06:37:25+00:00,nothing hotter than a healthy 32 year old man screaming for a tylenol ever 5 minutes after he got lorazepam already 😍😍😍😍,21,nothing hotter than healthy 32 year old man screaming tylenol ever 5 minutes after got lorazepam already�,16,,0,0.35,0.3,Positive,positive,1
117,1.65E+18,1.69E+18,en,2023-08-17 06:34:18+00:00,Benzodiazepine Effects on Pancreatic Cancer Outcomes: Lorazepam Linked to Worse Surviva https://t.co/PpdmCRGsNw #PancreaticCancer #BenzodiazepineEffects #Lorazepam #Alprazolam #CancerOutcomes #TumorMicroenvironment #ProgressionFreeSurvival #ClinicalResearch,19,benzodiazepine effects pancreatic cancer outcomes lorazepam linked worse survival,9,,0,0.6,-0.4,Negative,negative,-1
118,4276555281,1.69E+18,en,2023-08-17 06:05:07+00:00,@medical_xpress my aunt died in 8 months. her mother died in 8 months. lorazepam or  not,16, aunt died  8 monthsmother died  8 months lorazepam not,10,,0,0,0,Neutral,negative,0
119,287568380,1.69E+18,en,2023-08-17 06:02:19+00:00,#Lorazepam treatment may be linked to worse outcomes for #pancreaticcancer patients https://t.co/xTa8b4C6SU https://t.co/QcBvHMGUkk,13,#lorazepam treatment may be linked worse outcomes patients,8,,6,0.6,-0.4,Negative,negative,-1
120,1.35E+18,1.69E+18,en,2023-08-17 04:39:37+00:00,Rosanna Lockwood needs to take her Lorazepam. https://t.co/EnfWAvAKK0,8,rosanna lockwood needs take lorazepam,5,,0,0,0,Neutral,neutral,0
121,228010353,1.69E+18,en,2023-08-17 04:25:46+00:00,Lorazepam treatment may be linked to worse outcomes for pancreatic cancer patients Credit: Unsplash/CC0 Public Domain Patients with pancreatic cancer who took the benzodi... https://t.co/ENMIib9PEo,28,lorazepam treatment may be linked worse outcomes pancreatic cancer patients credit unsplash cc0 public domain patients pancreatic cancer who took  benzodi,23,,0,0.333333333,-0.2,Negative,negative,-1
122,186668441,1.69E+18,en,2023-08-16 23:13:42+00:00,"@KarenHahn617691 at least 10 lorazepam, I say ten because I remember taking to sets of 5, however, while looking at the bottle. its empty now. I must of take the rest during my black out.",35,at least 10 lorazepam say ten because remember taking sets  5 however looking bottle its empty now must take rest during black out,43,,0,0.333333333,-0.141666667,Negative,negative,-1
123,501526962,1.69E+18,en,2023-08-16 22:28:15+00:00,Killers solemn collection anonymous Haryana dominion lorazepam Kabul cantonal socialist binomial nomination Danilo Saigon devilish conflation cloak analogy Anomaly decolonization canonical nominal humility binomial,24,killers solemn collection anonymous haryana dominion lorazepam kabul cantonal socialist binomial nomination danilo saigon devilish conflation cloak analogy anomaly decolonization canonical nominal humility binomial,24,,0,0,0,Neutral,,0
124,476076770,1.69E+18,en,2023-08-16 22:20:04+00:00,Please be careful with the lorazepam https://t.co/YzRln5KXEv,7,please be careful lorazepam,4,,0,1,-0.1,Negative,negative,-1
125,186668441,1.69E+18,en,2023-08-16 20:13:43+00:00,Word of advice: Under no circumstances are you ever to take 10+ lorazepam's and a package of Pico-Salax,18,word advice under no circumstances ever take 10+ lorazepam package pico-salax,11,,1,0,0,Neutral,neutral,0
126,1.36E+18,1.69E+18,en,2023-08-16 19:36:30+00:00,@Ramyisback It’s been 18 months. I have to take 12mg of lorazepam for it to even work. My CNS refuses to shut tf up,24,it's been 18 months have take 12mg lorazepam even work cns refuses shut tf up,15,,0,0,0,Neutral,neutral,0
127,7.93E+17,1.69E+18,en,2023-08-16 17:33:52+00:00,"To deal with the noise, Ive taken promezethine &amp; lorazepam. Hopefully knocking myself out will help. They've moved someone hard of hearing into room next to mine who plays extremely loud music. I've asked again to move ward. #TEWVElm",38,deal noise ive taken promezethine lorazepam hopefully knocking myself out will help they have moved someone hard hearing into room next who plays extremely loud music.  i have asked again move ward,30,,1,0.447222222,-0.063888889,Negative,positive,-1
128,1.67E+18,1.69E+18,en,2023-08-16 16:44:24+00:00,Yesterday was not a good day. On 1:1 and jabbed in the ass with lorazepam. Flashbacks turn me wild.,19,yesterday not good day 1:1 jabbed ass lorazepam flashbacks turn wild,11,,0,0.5,-0.125,Negative,negative,-1
129,476076770,1.69E+18,en,2023-08-16 15:45:09+00:00,Lorazepam used in stroke patients along with libruim https://t.co/bPqmF4DVjl,9,lorazepam used stroke patients along libruim,6,,0,0,0,Neutral,neutral,0
130,1.28E+18,1.69E+18,en,2023-08-16 14:53:00+00:00,@TomCase147 It’s all good. I’m very open about it. I take Zoloft daily which worked wonders for me. I use lorazepam as needed for panic.,25, it is all good i am very open about  take zoloft daily which worked wonders use lorazepam needed panic,17,,0,0.416666667,0.233333333,Positive,positive,1
131,1.23E+18,1.69E+18,en,2023-08-16 12:49:48+00:00,"I’m not ready for more cancer friends, honestly not sure if I can handle it while tapering off lorazepam and everything else.",22,i'm not ready more cancer friends honestly not sure can handle while tapering off lorazepam everything else,17,,0,0.62962963,0.05,Positive,positive,1
132,1940186772,1.69E+18,en,2023-08-16 11:13:01+00:00," @Dep_ow anxiety- depression axis benzyl 1, alprazolam 2, lorazepam. hail the lord! https://t.co/UbQIgTF2Ib",12, depression axis benzyl 1 alprazolam 2 lorazepam hail lord! ,9,,0,0,0,Neutral,,0
133,2922652886,1.69E+18,en,2023-08-16 09:23:27+00:00,lorazepam please,2,lorazepam please,2,,0,0,0,Neutral,neutral,0
134,1.10E+18,1.69E+18,en,2023-08-16 08:04:28+00:00,"@abandonedaagain Oh Seroquel works so differently for me.. weird that Seroquel helps me you sleep but I need Seroquel and clonazepam to work but it doesn’t work anymore now I need Seroquel, clona and lorazepam to work. Are you taking high dose of Seroquel? I only take 400mg for now used to be 600",54,seroquel works so differently weird that seroquel helps sleep but need seroquel clonazepam work but doesn't work anymore now need seroquel clona lorazepam work taking high dose seroquel only take 400mg now used be 600,35,,0,0.785,-0.085,Negative,negative,-1
135,1.10E+18,1.69E+18,en,2023-08-16 07:39:49+00:00,"@abandonedaagain Seroquel doesn’t really work for me in terms of sleeping ( and more ), and on top of that I take clonazepam. I still can’t sleep.. but yesterday my doctor gave me lorazepam and it worked! But 2 hours of sleep is not enough don’t you think ?",44,seroquel does not really work terms sleeping more top that take clonazepam still can not sleep but yesterday doctor gave lorazepam worked! but 2 hours sleep not enough do not think ?,25,,0,0.425,0.33125,Positive,positive,1
136,1.68E+18,1.69E+18,en,2023-08-16 06:17:27+00:00,@Amruta_sv Lorazepam is kept wher kids can access it? 😮😮😮😰😰😰😰😵😵😵,9,lorazepam kept wher kids can access,6,,0,0,0,Neutral,neutral,0
137,1.50E+18,1.69E+18,en,2023-08-16 03:03:23+00:00,I believe it's the migraine. I'm taking this whole lorazepam hopefully that will end it finally. 🤕,16,believe it is migraine i am taking whole lorazepam hopefully end finally,10,,0,0.7,0.1,Positive,positive,1
138,3179899968,1.69E+18,en,2023-08-16 02:57:30+00:00,I need a lorazepam &amp; a Yuengling after today,8,need lorazepam yuengling after today,5,,0,0,0,Neutral,neutral,0
139,1.68E+18,1.69E+18,en,2023-08-16 01:40:36+00:00,I &lt;3 lorazepam,3,i  lorazepam,3,,0,0,0,Neutral,,0
140,1.68E+18,1.69E+18,en,2023-08-15 23:20:39+00:00,Only thing that helped me wean myself off lorazepam was lemon balm tea. It’s so. Nice n makes u feel 🧘🏻‍♀️🧘🏻‍♀️🧘🏻‍♀️🧘🏻‍♀️🧘🏻‍♀️,20,only thing that helped wean myself off lorazepam lemon balm tea it is so nice makes feel,16,,0,1,0.3,Positive,positive,1
141,36163784,1.69E+18,en,2023-08-15 22:22:18+00:00,"@BillShine8 Thanks Bill. A little Lorazepam will help!! I never enjoyed being high. I tried it, but it's not for me.",21,thanks bill little lorazepam help!! never enjoyed being high tried but it is not,13,,0,0.485,-0.045742187,Negative,negative,-1
142,1.07E+18,1.69E+18,en,2023-08-15 19:20:10+00:00,omg the gyno doctors gave me a lorazepam to relax me before any examination just for them to end up not examining me at all after talking to me (we scheduled labs and other stuff instead) so now im just basically stoned lomaomalmoa,43,omg gyno doctors gave lorazepam relax before any examination just them end up not examining all after talking scheduled labs other stuff instead so now im just basically stoned,29,,1,0.375,-0.125,Negative,negative,-1
143,1.55E+18,1.69E+18,en,2023-08-15 19:12:28+00:00,@lively Detox facilities give you lorazepam,6,detox facilities give lorazepam,4,,0,0.5,0.136363636,Positive,positive,1
144,87674057,1.69E+18,en,2023-08-15 18:20:46+00:00, lorazepam worked SO well for one of my family members. Really hope it does the same for you 🩷 sending a gentle hug your way!,24,lorazepam worked so well one family members really hope does same sending  gentle hug way!,15,,0,0.375,0.15,Positive,positive,1
145,1378375831,1.69E+18,en,2023-08-15 18:19:32+00:00,@maddyeisenberg I’m sitting on my sofa 🛋️ and reading and staying away from stress. Dr also gave me lorazepam for panic attacks,21,i'm sitting sofa reading staying away stres also gave lorazepam panic attacks,12,,0,0,0,Neutral,neutral,0
146,2984518355,1.69E+18,en,2023-08-15 17:33:56+00:00,@trewvs Tbh I do miss my old friend Lorazepam.,9,tbh do miss old friend lorazepam,6,,0,0.2,0.1,Positive,positive,1
147,1.42E+18,1.69E+18,en,2023-08-15 16:00:10+00:00,"2 mg of lorazepam in so far, abt to dose again !
 i haven’t used for like half a year now, i forget how spacey it makes me",27,2 mg  lorazepam  about dose again ! have not used  like half  year now forget how spacey makes ,17,,0,0.583333333,-0.020833333,Negative,neutral,-1
148,1.52E+18,1.69E+18,en,2023-08-15 15:38:14+00:00," @judysimpson222 @Underwoodpile @AmerMedicalAssn Haldol, lorazepam, Benadryl A cocktail given that kills patients Side effects: Unable to swallow Loss of movement 366:366Parkinson's like tremors Death Haldol is so dangerous yet nurses use it so they don't have to care for patientsKnock them out for 10-12 hrs",46,"haldol, lorazepam, benadryl cocktail given kills patients side effects: unable swallowloss movement parkinsons like tremors death haldol so dangerous yet nurses use so do not have care patients knock them out 10-12 hrs",33,,0,0.7,-0.55,Negative,,-1
149,1570225806,1.69E+18,en,2023-08-15 12:55:53+00:00,"Its hard, but it needs to be done. I was terrified when I was prescribed lorazepam here, and then finding out it's not all medication to make you into a zombie and icepick lobotomies. Though, we joke about that plenty here.",43,its hard but needs be done was terrified when was prescribed lorazepam here then finding out it is not all medication make into zombie icepick lobotomies though joke about plenty here,30,,0,0.541666667,-0.291666667,Negative,negative,-1
151,1.10E+18,1.69E+18,en,2023-08-15 07:34:51+00:00,"Got new meds hopefully this will fix my sleep, clonazepam you can die fuck you for ruining my fucking life I almost hurt myself because of you. Lorazepam pls don’t disappoint me",32,got new meds hopefully fix sleep clonazepam can die fuck ruining fucking life almost hurt myself because lorazepam pls do not disappoint,21,,0,0.618181818,-0.287878788,Negative,neutral,-1
152,1.32E+18,1.69E+18,en,2023-08-15 03:37:29+00:00,@NashIsHereForIt Bourbon and Lorazepam .,4,bourbon lorazepam,2,,0,0,0,Neutral,neutral,0
153,1.44E+18,1.69E+18,en,2023-08-15 03:22:23+00:00,@Pixyprince1 I take Lorazepam and find it pretty effective. I was pretty worried about the addictiveness but my psych told me it wasn't very likely. Taking a small dose helps. I hope you find something that works for you,39,take lorazepam find pretty effective was pretty worried about addictiveness but psych told was not very likely taking small dose helps hope find something works,24,,0,0.84,0.17,Positive,positive,1
154,1283872777,1.69E+18,en,2023-08-15 02:54:17+00:00,"@Pixyprince1 Hydroxyzine has also worked for me in the past, it’s an anti-histamine that is also prescribed for depression. Benzos have definitely been the most effective, Xanax tended to make me too sleepy but lorazepam was a good one.",39,hydroxyzine has also worked past it is anti-histamine also prescribed depression benzos have definitely been most effective xanax tended make too sleepy but lorazepam good one,25,,0,0.53,0.31,Positive,positive,1
155,1491417534,1.69E+18,en,2023-08-15 02:42:57+00:00,gf told me lorazepam isnt addictive…. challenge accepted,8,gf told lorazepam isnt addictive challenge accepted,7,,1,0,0,Neutral,positive,0
156,20462321,1.69E+18,en,2023-08-15 00:25:33+00:00,"@hellefuycked I take lorazepam for anxiety - 1 mg. For me it doesn't knock me out, just makes me really calm. I am very aware of what is going around me. However, it can make you tired. When I take one, I sleep well.",43,take lorazepam anxiety 1 mg does not knock out just makes really calm very aware what going around however can make tired when take one sleep well,26,,0,0.591666667,0.075,Positive,positive,1
157,15378567,1.69E+18,en,2023-08-14 21:56:54+00:00,Well I'm full of lorazepam and cocaine... https://t.co/6S7qca3zYB,8,well i am full lorazepam cocaine,5,,0,0.55,0.35,Positive,positive,1
158,1.69E+18,1.69E+18,en,2023-08-14 21:29:18+00:00,@sternimommy monday left me broken like lorazepam,7,monday left broken like lorazepam,5,,0,0.2,-0.2,Negative,negative,-1
159,7.35E+17,1.69E+18,en,2023-08-14 21:07:09+00:00,"my dentist is giving me lorazepam tomorrow cause i’m scared, anyone have any experience with it? i just need someone to tell me i’m not gonna die 😭",27,dentist giving lorazepam tomorrow cause i am scared anyone have any experience? just need someone tell i am not gonna die,19,,0,0,0,Neutral,neutral,0
160,236120358,1.69E+18,en,2023-08-14 20:48:41+00:00,Someone throw Soma some lorazepam. 🥺,5,someone throw soma some lorazepam,5,,0,0,0,Neutral,neutral,0
161,8.88E+17,1.69E+18,en,2023-08-14 20:38:51+00:00,@bpughdo My sister’s significant other is in a similar situation. He’s now on in patient hospice with morphine and lorazepam.  Hope for a speedy departure for both of them.,31,sisters significant other similar situation he is now patient hospice morphine lorazepam  hope speedy departure both them,18,,0,0.55,0.083333333,Positive,positive,1
162,851148098,1.69E+18,en,2023-08-14 19:46:04+00:00,"@JauntyyGurl You are still here 😂😂😂.. alright, I think people who will go through all our tweet will know the true Yabaleft candidate. Your Mental health is real girl, take it easy before I recommend lorazepam and diazepam together for you… those housemate don’t know anybody o😂😂😂.",45,still here alright think people who go through all tweet know true yabaleft candidate mental health  real girl take easy before recommend lorazepam diazepam together  housemate do not know anybody ,30,,0,0.495833333,0.220833333,Positive,positive,1
163,8.92E+17,1.69E+18,en,2023-08-14 19:05:57+00:00,it would have made so much more sense for her to come forward and just say she took Lorazepam or sth similar bc she's scared of flying and the meds made her gaga. the weird apology nobody asked for and zero explanation for her freak out just make it all more sus. just my 2 cents https://t.co/yZRfbv79gq,57,would have made so much more sense come forward just say took lorazepam sth similar bc she is scared flying meds made gaga weird apology nobody asked zero explanation freak out just make all more sus. just 2 cents,39,,0,0.6,0.125,Positive,positive,1
164,1.09E+18,1.69E+18,en,2023-08-14 18:17:41+00:00,RT @MayaBizri: Malignant catatonia (p.22) - up lorazepam to 24 mg x 48 hrs then ECT @RitaKhouryMD @ftmaalouf @faridtalih @halaitanii @rawan…,34,malignant catatonia p.22 up lorazepam 24 mg x 48 hrs then ect ,26,,2,0,0,Neutral,,0
